,season,round,home_club_position,away_club_position,home_club_cum_goals,away_club_cum_goals,home_club_cum_concede,away_club_cum_concede,home_recent_result,away_recent_result,result,multinomial_result,knn_result,tree_result
860,2015,14,2,3,28,19,20,9,13,11,0,1,1,1
861,2015,14,18,9,14,24,27,16,1,7,0,-1,-1,-1
862,2015,14,5,14,24,17,11,23,11,6,0,1,1,1
863,2015,14,20,11,10,12,24,14,1,6,-1,-1,-1,1
864,2015,14,7,19,14,13,13,25,4,7,1,1,1,1
865,2015,14,6,15,17,14,15,18,8,4,1,1,1,1
866,2015,14,8,13,24,12,20,17,7,9,0,1,1,1
867,2015,14,16,4,16,23,24,11,3,10,0,-1,-1,-1
868,2015,14,17,12,14,11,26,12,6,10,1,0,0,0
869,2015,14,1,10,27,19,13,14,8,8,1,1,1,1
870,2015,15,15,1,14,29,19,21,4,13,-1,-1,-1,-1
871,2015,15,10,16,15,17,16,25,9,4,1,1,1,1
872,2015,15,18,8,14,18,30,15,4,10,1,-1,1,-1
873,2015,15,14,17,17,17,23,30,4,2,-1,1,1,1
874,2015,15,9,6,27,19,19,14,8,7,0,-1,1,-1
875,2015,15,4,7,20,25,10,21,9,5,0,1,1,1
876,2015,15,12,20,20,12,17,27,7,1,0,1,1,1
877,2015,15,2,19,24,16,12,26,8,9,1,1,1,1
878,2015,15,13,5,13,24,18,11,7,11,0,-1,1,-1
879,2015,15,11,3,11,30,14,14,7,8,1,-1,-1,1
880,2015,16,6,12,20,21,15,18,8,7,1,1,1,1
881,2015,16,18,10,17,28,27,20,4,9,0,0,0,-1
882,2015,16,9,13,18,14,17,19,9,5,0,1,1,1
883,2015,16,1,16,32,17,21,24,13,4,1,1,1,1
884,2015,16,5,15,25,16,12,30,9,7,-1,1,1,1
885,2015,16,3,17,30,14,16,22,7,1,1,1,1,1
886,2015,16,19,7,17,17,29,16,6,9,-1,-1,-1,1
887,2015,16,8,11,25,13,21,14,3,10,0,1,1,1
888,2015,16,14,4,18,20,30,10,5,9,1,-1,-1,-1
889,2015,16,20,2,13,27,28,13,2,8,-1,-1,-1,-1
890,2015,17,15,19,18,17,26,30,4,6,1,1,1,1
891,2015,17,17,20,18,13,31,30,9,2,0,0,1,1
892,2015,17,13,14,16,20,21,31,6,8,-1,1,-1,1
893,2015,17,18,8,15,25,24,21,1,4,0,-1,-1,-1
894,2015,17,7,9,18,20,16,19,9,7,1,1,1,1
895,2015,17,12,4,21,26,19,14,4,6,-1,-1,-1,-1
896,2015,17,2,3,29,32,13,17,8,7,1,1,1,1
897,2015,17,10,1,29,34,21,22,7,13,-1,-1,-1,-1
898,2015,17,5,16,21,18,12,28,8,5,-1,1,1,1
899,2015,17,11,6,13,21,14,15,10,10,-1,-1,-1,1
900,2015,18,20,10,14,25,31,21,2,4,0,-1,-1,1
901,2015,18,8,1,20,37,22,24,7,13,1,-1,0,-1
902,2015,18,15,7,21,21,27,16,7,12,0,-1,-1,0
903,2015,18,3,19,33,18,19,33,6,6,1,1,1,1
904,2015,18,12,2,21,31,21,14,1,10,1,-1,-1,-1
905,2015,18,14,5,22,23,32,16,11,10,0,-1,-1,-1
906,2015,18,16,13,15,17,24,23,2,6,1,-1,-1,1
907,2015,18,4,17,28,20,14,29,8,5,1,1,1,1
908,2015,18,18,9,19,31,32,24,7,6,-1,-1,-1,-1
909,2015,18,11,6,14,22,16,14,7,5,1,-1,-1,1
910,2015,19,13,18,17,19,24,33,3,7,1,1,1,1
911,2015,19,6,14,22,23,16,29,2,5,0,1,1,1
912,2015,19,5,17,23,16,16,24,11,4,0,1,1,1
913,2015,19,2,3,37,37,25,20,10,9,0,1,1,1
914,2015,19,19,7,19,21,37,22,3,7,-1,-1,-1,1
915,2015,19,8,12,26,25,22,21,5,4,1,1,1,1
916,2015,19,9,4,23,31,18,14,13,8,-1,-1,-1,-1
917,2015,19,1,16,31,22,18,32,10,11,1,1,1,1
918,2015,19,15,20,20,15,32,32,5,3,1,1,1,1
919,2015,19,11,10,32,16,24,16,6,7,-1,-1,1,-1
920,2015,20,6,8,28,22,23,22,7,7,1,1,1,1
921,2015,20,1,18,33,19,18,34,12,7,1,1,1,1
922,2015,20,19,20,19,15,38,34,0,3,1,1,1,1
923,2015,20,12,10,18,20,24,19,5,10,1,1,1,1
924,2015,20,11,4,35,33,28,15,5,10,0,-1,-1,-1
925,2015,20,5,17,22,16,16,24,2,5,1,1,1,1
926,2015,20,15,13,22,26,32,23,7,4,1,1,-1,1
927,2015,20,7,14,23,23,16,29,9,5,-1,1,1,1
928,2015,20,9,3,24,37,20,20,10,7,-1,-1,-1,-1
929,2015,20,2,16,37,22,25,34,10,10,0,1,1,1
930,2015,21,14,13,26,20,29,25,8,7,0,-1,1,1
931,2015,21,4,2,34,37,16,25,10,8,-1,-1,1,-1
932,2015,21,16,5,22,30,34,23,8,9,-1,-1,-1,-1
933,2015,21,19,6,19,24,35,17,4,4,0,-1,-1,0
934,2015,21,12,10,26,25,24,22,3,7,1,1,1,-1
935,2015,21,3,11,39,36,21,29,10,5,0,1,1,1
936,2015,21,17,18,17,22,26,39,5,3,-1,-1,0,1
937,2015,21,9,1,22,34,24,18,7,12,0,-1,-1,-1
938,2015,21,20,8,16,23,37,19,2,8,1,-1,-1,0
939,2015,21,7,15,21,23,21,32,7,10,1,1,1,1
940,2015,22,20,2,17,38,37,25,5,8,0,-1,-1,-1
941,2015,22,9,5,25,27,27,20,7,5,-1,-1,1,-1
942,2015,22,18,6,22,33,38,24,2,11,1,-1,-1,-1
943,2015,22,14,11,28,36,31,29,9,5,0,-1,-1,-1
944,2015,22,3,8,39,23,21,20,8,5,1,1,1,1
945,2015,22,10,13,28,22,24,27,6,7,1,1,1,1
946,2015,22,4,19,34,26,17,41,10,6,1,1,1,1
947,2015,22,15,16,23,24,37,35,5,9,1,1,1,1
948,2015,22,17,12,19,25,30,24,5,4,1,-1,1,0
949,2015,22,7,1,24,37,22,21,9,10,0,-1,-1,1
950,2015,23,3,13,37,31,21,34,8,7,-1,1,1,1
951,2015,23,17,7,24,25,38,28,6,7,-1,-1,-1,1
952,2015,23,6,2,34,43,26,21,10,11,0,-1,-1,-1
953,2015,23,1,9,39,24,26,22,6,10,1,1,1,1
954,2015,23,12,15,39,20,32,30,6,7,-1,-1,1,1
955,2015,23,19,16,27,26,45,37,6,5,0,-1,1,1
956,2015,23,14,20,22,18,30,38,7,5,0,1,1,1
957,2015,23,11,4,23,38,24,18,2,10,-1,1,-1,-1
958,2015,23,10,18,25,24,25,39,1,4,1,1,1,1
959,2015,23,5,8,28,31,20,24,8,9,-1,1,1,1
960,2015,24,9,13,27,32,26,34,3,9,0,1,1,1
961,2015,24,1,8,42,30,26,32,9,7,1,1,1,1
962,2015,24,6,20,36,18,28,38,10,5,1,1,1,1
963,2015,24,12,15,24,27,27,38,1,5,-1,1,1,1
964,2015,24,11,18,40,25,34,41,3,4,1,1,1,1
965,2015,24,5,10,28,24,21,25,8,7,1,1,1,1
966,2015,24,19,2,28,45,46,23,7,9,-1,-1,-1,-1
967,2015,24,4,7,37,32,22,24,8,9,0,1,1,-1
968,2015,24,17,3,28,41,43,19,6,10,-1,-1,-1,-1
969,2015,24,14,16,22,22,30,31,8,7,0,1,1,1
970,2015,25,2,10,44,27,19,26,10,4,1,1,1,1
971,2015,25,20,18,18,28,40,46,5,3,1,0,-1,1
972,2015,25,9,19,30,28,34,47,4,7,0,1,1,1
973,2015,25,15,3,29,37,39,22,8,6,-1,-1,-1,-1
974,2015,25,7,6,32,38,24,28,10,10,1,1,-1,1
975,2015,25,4,1,46,44,23,26,11,11,-1,-1,-1,-1
976,2015,25,13,5,32,31,34,21,9,10,0,-1,-1,-1
977,2015,25,16,12,23,25,32,29,7,0,0,-1,-1,1
978,2015,25,17,14,25,23,44,31,4,6,1,1,1,1
979,2015,25,11,8,24,43,28,34,4,6,-1,1,1,-1
980,2015,26,4,2,47,45,26,19,8,12,-1,-1,-1,-1
981,2015,26,17,7,28,38,48,29,0,7,0,-1,-1,-1
982,2015,26,20,8,20,32,40,36,8,5,-1,-1,-1,1
983,2015,26,3,1,39,47,22,27,6,13,1,-1,1,1
984,2015,26,15,10,29,24,41,31,7,4,-1,-1,-1,1
985,2015,26,11,14,46,23,34,32,8,3,-1,-1,1,1
986,2015,26,19,5,30,32,49,22,5,8,1,-1,-1,-1
987,2015,26,16,6,24,33,33,24,8,13,-1,-1,-1,-1
988,2015,26,13,9,26,27,30,27,1,4,-1,-1,-1,1
989,2015,26,12,18,33,26,35,44,7,7,1,1,1,1
990,2015,27,7,12,38,46,36,35,7,7,1,1,1,1
991,2015,27,13,14,24,27,32,32,5,1,1,1,1,1
992,2015,27,8,11,34,38,24,36,13,9,-1,1,1,-1
993,2015,27,6,19,40,32,31,50,5,5,1,1,1,1
994,2015,27,17,4,27,48,49,28,6,7,0,-1,-1,-1
995,2015,27,1,18,48,30,29,50,10,1,1,1,1,1
996,2015,27,10,15,29,30,28,44,7,7,0,1,1,1
997,2015,27,2,16,47,24,20,34,15,8,1,1,1,1
998,2015,27,5,3,33,41,24,23,7,8,1,1,0,1
999,2015,27,9,20,27,20,32,46,4,5,1,1,1,1
1000,2015,28,19,10,30,40,51,37,1,11,-1,-1,-1,-1
1001,2015,28,6,2,41,49,31,21,8,15,1,1,-1,-1
1002,2015,28,18,14,32,29,51,35,5,1,0,-1,1,1
1003,2015,28,20,11,21,46,48,39,4,6,-1,-1,-1,-1
1004,2015,28,1,13,49,27,29,34,12,8,0,1,1,1
1005,2015,28,7,4,42,49,36,29,10,5,1,-1,1,-1
1006,2015,28,3,16,43,25,26,36,7,5,-1,1,1,1
1007,2015,28,5,12,36,29,26,28,7,8,1,1,1,1
1008,2015,28,15,9,30,35,44,26,5,10,1,-1,-1,-1
1009,2015,28,8,17,29,28,33,50,6,4,1,1,1,1
1010,2015,29,11,7,29,37,36,26,8,10,1,1,0,1
1011,2015,29,18,14,28,32,51,44,4,7,-1,1,-1,1
1012,2015,29,10,8,42,30,38,33,11,9,0,-1,0,1
1013,2015,29,12,5,49,42,40,31,9,10,-1,-1,-1,-1
1014,2015,29,15,6,31,45,37,36,2,10,-1,-1,-1,-1
1015,2015,29,13,1,29,51,29,31,5,10,-1,-1,-1,-1
1016,2015,29,4,20,49,22,32,51,4,3,1,1,1,1
1017,2015,29,16,19,27,31,37,53,5,1,1,1,-1,1
1018,2015,29,9,17,35,34,28,53,7,5,0,1,1,1
1019,2015,29,2,3,49,44,22,28,12,7,0,-1,1,-1
1020,2015,30,1,19,52,29,31,54,10,4,1,1,1,1
1021,2015,30,5,14,45,29,33,30,10,4,1,1,1,1
1022,2015,30,7,10,47,43,37,39,13,11,0,1,1,-1
1023,2015,30,18,4,31,53,54,32,1,4,0,-1,-1,-1
1024,2015,30,20,2,22,51,55,24,3,10,-1,-1,-1,-1
1025,2015,30,17,12,35,51,54,43,6,6,1,0,-1,-1
1026,2015,30,3,11,46,30,30,36,7,10,1,1,1,1
1027,2015,30,6,15,37,32,27,39,7,2,1,1,1,1
1028,2015,30,13,16,35,28,45,37,7,7,1,1,1,1
1029,2015,30,9,8,31,36,34,29,10,7,-1,1,-1,-1
1030,2015,31,10,4,44,48,40,34,11,13,0,-1,-1,-1
1031,2015,31,2,13,53,38,24,47,10,10,1,1,1,1
1032,2015,31,14,9,30,32,33,36,4,10,-1,-1,1,1
1033,2015,31,15,20,30,22,40,57,6,0,1,1,1,1
1034,2015,31,16,1,32,53,41,31,1,10,-1,-1,-1,-1
1035,2015,31,11,18,30,31,38,54,10,2,-1,1,1,1
1036,2015,31,19,17,29,38,55,54,1,8,0,1,1,1
1037,2015,31,8,7,38,48,30,38,7,13,1,1,0,-1
1038,2015,31,12,3,51,48,46,30,3,7,-1,-1,-1,-1
1039,2015,31,6,5,53,39,32,27,5,9,-1,1,1,-1
1040,2015,32,3,14,50,31,30,35,7,1,1,1,1,1
1041,2015,32,20,10,22,46,58,42,0,9,-1,-1,-1,-1
1042,2015,32,7,2,50,56,41,24,10,10,0,-1,-1,1
1043,2015,32,6,16,50,32,36,42,13,1,0,1,1,1
1044,2015,32,4,12,40,51,27,48,12,3,1,1,1,1
1045,2015,32,13,5,38,53,50,33,10,5,-1,-1,-1,-1
1046,2015,32,1,8,54,41,31,32,13,7,1,1,1,1
1047,2015,32,17,19,32,30,54,56,4,2,1,0,1,1
1048,2015,32,18,11,39,30,55,39,6,7,0,-1,1,1
1049,2015,32,9,15,34,31,37,40,10,9,0,1,1,1
1050,2015,33,18,1,39,55,55,31,7,13,-1,-1,-1,-1
1051,2015,33,20,11,22,38,62,54,0,9,-1,-1,-1,1
1052,2015,33,12,10,33,50,42,42,10,9,1,0,1,-1
1053,2015,33,6,3,52,54,38,30,11,10,0,-1,-1,-1
1054,2015,33,7,9,51,36,42,39,8,8,1,1,1,1
1055,2015,33,8,19,41,32,33,59,7,1,1,1,1,1
1056,2015,33,16,17,34,35,44,56,2,7,1,0,1,1
1057,2015,33,4,13,57,30,33,39,7,5,1,1,1,1
1058,2015,33,15,14,31,51,39,49,0,3,0,1,-1,-1
1059,2015,33,2,5,57,41,25,27,8,12,1,1,1,1
1060,2015,34,18,17,35,39,57,57,7,6,-1,0,1,1
1061,2015,34,5,20,41,23,30,64,9,0,1,1,1,1
1062,2015,34,3,16,57,35,33,44,11,4,0,1,1,1
1063,2015,34,12,7,40,55,55,43,9,8,-1,1,-1,-1
1064,2015,34,10,4,50,59,43,34,6,10,-1,-1,0,-1
1065,2015,34,1,6,57,55,31,41,15,9,0,1,1,1
1066,2015,34,13,8,52,44,50,34,1,10,0,-1,-1,1
1067,2015,34,15,11,31,32,41,40,4,1,-1,-1,0,1
1068,2015,34,19,14,33,34,62,42,1,10,1,1,-1,1
1069,2015,34,9,2,37,60,43,25,5,11,-1,1,-1,-1
1070,2015,35,14,9,41,50,57,46,6,5,-1,-1,-1,-1
1071,2015,35,2,13,64,31,25,42,13,1,0,1,1,1
1072,2015,35,1,15,59,34,33,45,13,7,1,1,1,1
1073,2015,35,7,19,57,36,44,62,8,4,0,1,1,1
1074,2015,35,17,4,42,58,57,34,8,11,0,-1,-1,-1
1075,2015,35,16,11,36,53,45,51,5,2,0,-1,0,-1
1076,2015,35,20,8,23,45,65,35,0,10,-1,-1,-1,-1
1077,2015,35,3,10,62,37,34,47,10,4,1,1,1,1
1078,2015,35,18,12,35,33,60,40,7,4,1,-1,-1,1
1079,2015,35,5,6,57,42,43,30,7,12,1,1,1,1
1080,2015,36,9,2,54,65,47,26,7,11,0,-1,-1,-1
1081,2015,36,13,8,34,59,49,46,7,8,1,-1,1,-1
1082,2015,36,3,18,58,39,34,62,9,9,1,1,1,1
1083,2015,36,6,1,44,63,33,33,9,13,0,-1,1,1
1084,2015,36,12,20,35,25,44,69,4,0,1,1,1,1
1085,2015,36,14,5,32,60,43,45,2,7,-1,-1,-1,-1
1086,2015,36,19,16,38,36,64,45,5,6,1,0,0,1
1087,2015,36,11,15,53,42,51,61,3,3,1,1,1,1
1088,2015,36,7,4,49,66,37,34,10,12,1,-1,-1,-1
1089,2015,36,10,17,37,42,51,57,4,6,0,1,1,1
1090,2015,37,20,18,27,39,72,64,0,7,0,0,1,1
1091,2015,37,1,12,64,55,34,52,11,6,1,1,1,1
1092,2015,37,16,15,43,32,63,46,3,2,0,1,0,1
1093,2015,37,17,9,43,56,58,49,6,7,1,-1,-1,-1
1094,2015,37,2,7,67,53,28,39,9,10,-1,1,1,1
1095,2015,37,4,3,68,59,38,34,12,9,0,1,-1,-1
1096,2015,37,6,11,63,37,45,50,9,7,-1,1,1,1
1097,2015,37,8,13,60,38,49,46,8,7,1,1,1,1
1098,2015,37,19,5,39,45,63,34,6,7,-1,-1,-1,-1
1099,2015,37,14,10,36,38,46,52,6,2,1,-1,0,1
1100,2015,38,10,1,58,67,52,35,4,11,0,-1,-1,-1
1101,2015,38,11,19,56,39,55,64,6,3,1,1,1,1
1102,2015,38,2,20,61,27,36,72,7,1,1,1,1,1
1103,2015,38,18,3,39,68,64,30,8,8,1,-1,-1,-1
1104,2015,38,5,16,46,44,34,64,7,4,1,1,1,1
1105,2015,38,13,17,38,46,48,60,7,8,0,1,0,1
1106,2015,38,12,4,41,70,51,40,9,10,0,-1,-1,-1
1107,2015,38,14,8,33,62,47,49,2,10,0,1,0,-1
1108,2015,38,6,15,55,38,40,47,13,8,1,1,1,1
1109,2015,38,9,7,39,64,54,49,1,8,1,1,1,-1
1110,2016,2,2,16,3,1,1,1,3,1,1,1,1,1
1111,2016,2,18,6,1,1,2,1,0,1,-1,-1,-1,-1
1112,2016,2,12,3,1,2,0,1,3,3,-1,-1,-1,-1
1113,2016,2,9,20,1,1,2,3,0,0,1,1,1,1
1114,2016,2,7,19,1,0,1,1,1,0,1,1,1,1
1115,2016,2,15,13,1,3,2,4,0,0,0,1,1,-1
1116,2016,2,14,4,1,2,1,1,1,3,-1,-1,-1,-1
1117,2016,2,8,11,0,4,1,3,0,3,1,1,0,-1
1118,2016,2,10,5,1,1,0,1,3,1,-1,-1,-1,-1
1119,2016,2,17,1,1,2,1,1,1,3,-1,-1,-1,-1
1120,2016,3,10,7,2,3,2,2,3,4,0,1,0,1
1121,2016,3,1,12,6,2,2,2,6,3,1,1,1,1
1122,2016,3,17,19,0,1,2,4,0,0,0,1,1,1
1123,2016,3,5,3,4,5,1,1,6,6,-1,-1,1,-1
1124,2016,3,15,16,1,2,3,4,1,0,0,1,1,1
1125,2016,3,18,8,2,3,3,4,1,1,-1,-1,-1,1
1126,2016,3,9,14,1,1,2,2,1,3,1,1,1,1
1127,2016,3,6,11,2,4,1,5,4,3,0,1,1,1
1128,2016,3,2,13,4,2,2,1,6,3,1,1,1,1
1129,2016,3,4,20,3,2,2,5,4,1,1,1,1,1
1130,2016,4,9,11,3,1,2,3,5,1,-1,1,1,-1
1131,2016,4,19,3,3,4,5,2,1,7,-1,-1,-1,-1
1132,2016,4,7,18,6,2,5,4,4,2,1,1,1,1
1133,2016,4,15,8,2,4,4,2,3,6,0,1,-1,-1
1134,2016,4,4,1,6,9,1,3,9,9,-1,-1,-1,-1
1135,2016,4,14,12,2,2,5,2,1,4,1,1,-1,1
1136,2016,4,6,16,5,3,6,3,4,4,1,1,1,1
1137,2016,4,13,2,2,7,4,2,3,9,0,-1,-1,-1
1138,2016,4,17,10,3,3,5,6,3,1,-1,-1,-1,1
1139,2016,4,20,5,2,3,6,2,1,5,-1,-1,-1,-1
1140,2016,5,9,7,7,7,8,3,4,9,1,1,1,1
1141,2016,5,5,6,9,9,4,7,10,7,-1,1,0,-1
1142,2016,5,14,15,3,4,6,6,2,4,1,1,1,1
1143,2016,5,2,13,7,4,2,4,10,5,1,1,1,1
1144,2016,5,10,18,2,5,3,9,4,3,1,1,1,1
1145,2016,5,8,20,3,2,4,10,4,1,1,1,1,1
1146,2016,5,12,4,5,8,3,6,7,7,-1,-1,-1,-1
1147,2016,5,3,19,7,3,2,8,8,1,1,1,1,1
1148,2016,5,1,17,11,3,4,5,12,4,1,1,1,1
1149,2016,5,11,16,4,3,7,5,4,4,1,1,1,1
1150,2016,6,4,14,11,6,8,7,10,7,1,1,1,1
1151,2016,6,3,8,12,10,7,6,10,10,1,1,1,1
1152,2016,6,15,5,3,10,9,3,4,13,1,-1,-1,-1
1153,2016,6,17,1,4,15,7,4,4,15,-1,-1,-1,-1
1154,2016,6,16,2,5,8,7,2,5,11,-1,-1,-1,-1
1155,2016,6,20,7,3,7,9,5,1,7,-1,-1,-1,1
1156,2016,6,6,12,8,7,6,7,9,7,1,1,1,1
1157,2016,6,18,9,7,4,13,6,3,5,-1,-1,-1,1
1158,2016,6,13,11,3,10,8,9,4,7,1,-1,-1,1
1159,2016,6,19,10,3,6,14,5,1,7,0,-1,-1,1
1160,2016,7,20,9,5,7,12,6,1,5,0,-1,-1,0
1161,2016,7,2,1,10,18,3,5,13,15,1,1,-1,-1
1162,2016,7,11,13,10,4,11,9,6,7,0,1,0,1
1163,2016,7,6,19,12,4,7,15,9,1,0,1,1,1
1164,2016,7,5,8,10,10,4,7,12,10,0,1,1,1
1165,2016,7,15,7,7,10,12,9,4,7,-1,-1,-1,1
1166,2016,7,18,16,7,6,16,9,3,4,0,1,1,1
1167,2016,7,12,10,8,7,11,6,7,7,0,1,1,1
1168,2016,7,17,4,5,16,10,9,1,10,-1,-1,-1,-1
1169,2016,7,14,3,5,15,8,7,7,13,-1,-1,-1,1
1170,2016,8,11,16,6,7,11,14,8,1,1,1,0,1
1171,2016,8,1,6,18,11,7,5,12,10,0,1,1,1
1172,2016,8,8,14,7,5,6,9,8,4,1,1,1,-1
1173,2016,8,5,13,12,8,9,11,7,7,1,1,1,1
1174,2016,8,2,19,16,6,7,12,15,1,1,1,1,1
1175,2016,8,12,3,8,12,7,3,6,13,0,-1,-1,-1
1176,2016,8,9,15,11,8,8,17,11,1,-1,1,1,1
1177,2016,8,17,10,7,12,10,13,2,7,-1,-1,-1,-1
1178,2016,8,4,7,18,13,10,8,13,7,0,1,1,-1
1179,2016,8,18,20,5,6,16,13,2,2,1,1,1,1
1180,2016,9,4,7,15,13,9,8,7,5,1,1,1,-1
1181,2016,9,10,5,12,13,12,4,10,13,0,1,-1,-1
1182,2016,9,19,9,8,13,15,13,1,10,0,-1,-1,-1
1183,2016,9,12,11,8,11,14,9,4,10,1,1,1,-1
1184,2016,9,1,8,19,10,8,7,10,10,0,1,1,1
1185,2016,9,3,13,18,9,10,8,13,6,1,1,1,1
1186,2016,9,14,6,6,12,12,6,4,8,1,-1,-1,1
1187,2016,9,18,16,8,7,20,16,1,5,-1,1,-1,1
1188,2016,9,2,17,19,7,9,11,15,1,0,1,1,1
1189,2016,9,15,20,9,6,17,15,4,1,1,1,1,1
1190,2016,10,16,1,10,20,10,9,6,8,-1,-1,-1,-1
1191,2016,10,9,4,11,19,8,9,11,9,-1,-1,0,-1
1192,2016,10,13,3,12,20,12,11,7,13,-1,-1,-1,-1
1193,2016,10,8,14,13,8,12,13,5,6,0,1,1,1
1194,2016,10,20,2,6,19,16,9,1,13,-1,-1,-1,-1
1195,2016,10,5,11,13,11,4,15,11,7,0,1,1,1
1196,2016,10,7,18,13,8,13,22,8,0,1,1,1,1
1197,2016,10,6,17,13,10,8,17,5,7,1,1,1,1
1198,2016,10,15,10,7,12,11,12,2,8,1,1,1,-1
1199,2016,10,12,19,9,8,16,15,8,1,1,1,1,1
1200,2016,11,13,20,12,7,14,20,8,1,-1,1,1,1
1201,2016,11,2,7,21,15,9,8,12,5,1,1,1,1
1202,2016,11,1,8,24,14,13,13,13,8,1,1,1,1
1203,2016,11,18,10,8,11,23,10,0,8,1,1,1,1
1204,2016,11,14,11,12,10,16,14,5,3,-1,-1,-1,1
1205,2016,11,4,5,23,14,10,5,13,9,0,1,-1,-1
1206,2016,11,19,6,9,13,18,12,1,6,-1,-1,-1,-1
1207,2016,11,3,15,24,9,9,11,8,5,0,1,1,1
1208,2016,11,9,16,8,14,13,16,7,4,1,1,1,-1
1209,2016,11,17,12,10,12,19,17,7,11,0,0,-1,-1
1210,2016,12,6,4,16,24,13,11,6,11,0,1,1,-1
1211,2016,12,9,12,12,11,15,15,5,7,1,1,1,1
1212,2016,12,11,2,12,30,12,14,5,13,0,-1,-1,-1
1213,2016,12,5,17,15,11,6,20,7,8,1,1,1,1
1214,2016,12,16,3,16,25,19,10,1,6,-1,-1,-1,-1
1215,2016,12,19,18,9,10,21,24,4,3,1,0,1,1
1216,2016,12,7,20,15,10,13,21,5,1,0,1,1,1
1217,2016,12,8,14,15,13,19,18,8,5,1,1,1,1
1218,2016,12,15,1,10,26,12,9,6,15,-1,-1,-1,-1
1219,2016,12,13,10,13,13,18,16,11,5,-1,-1,-1,1
1220,2016,13,4,12,25,14,12,16,9,7,1,1,1,1
1221,2016,13,14,15,14,10,20,13,4,5,0,1,1,1
1222,2016,13,6,16,17,13,14,23,6,7,0,1,1,1
1223,2016,13,1,5,27,18,9,8,15,7,1,1,1,1
1224,2016,13,8,11,17,13,20,19,10,10,-1,1,0,1
1225,2016,13,13,3,11,27,19,11,7,9,-1,-1,-1,-1
1226,2016,13,2,20,30,12,14,21,11,6,1,1,1,1
1227,2016,13,19,17,11,17,22,21,2,0,1,0,1,1
1228,2016,13,18,9,10,16,27,15,3,7,0,-1,-1,1
1229,2016,13,10,7,12,16,12,14,5,5,1,-1,-1,1
1230,2016,14,4,1,29,29,12,10,11,15,-1,-1,-1,-1
1231,2016,14,14,12,21,13,26,12,0,5,1,1,-1,1
1232,2016,14,10,3,15,32,19,14,4,13,1,1,-1,-1
1233,2016,14,17,2,14,28,24,13,5,9,-1,-1,-1,-1
1234,2016,14,7,11,17,17,16,21,7,7,1,1,1,1
1235,2016,14,8,6,16,18,15,15,4,6,0,1,1,-1
1236,2016,14,13,19,12,11,15,28,6,4,1,1,1,1
1237,2016,14,5,20,19,16,10,26,6,5,1,1,1,1
1238,2016,14,18,16,12,16,23,22,6,5,1,0,-1,1
1239,2016,14,9,15,14,12,19,21,10,7,1,1,1,1
1240,2016,15,1,8,32,20,11,17,15,10,1,1,1,1
1241,2016,15,18,20,16,14,31,24,4,9,1,1,1,1
1242,2016,15,10,16,13,13,15,15,4,8,1,1,1,-1
1243,2016,15,19,15,11,24,29,26,4,3,0,0,-1,-1
1244,2016,15,13,12,12,19,23,22,4,6,1,1,1,1
1245,2016,15,2,11,33,16,14,19,11,10,1,1,1,1
1246,2016,15,3,17,35,15,18,29,10,2,0,1,1,1
1247,2016,15,14,4,17,30,24,15,2,10,1,-1,-1,-1
1248,2016,15,7,9,18,17,24,16,6,5,1,1,1,1
1249,2016,15,6,5,19,24,16,10,7,8,1,1,1,1
1250,2016,16,20,1,14,33,27,11,9,15,-1,-1,-1,-1
1251,2016,16,8,3,19,36,19,15,2,11,1,1,-1,-1
1252,2016,16,4,11,32,21,19,26,7,6,1,1,1,1
1253,2016,16,5,19,24,14,11,32,7,5,1,1,1,1
1254,2016,16,16,6,27,20,29,16,4,9,-1,-1,-1,-1
1255,2016,16,7,18,20,19,18,31,10,7,1,1,1,1
1256,2016,16,10,14,21,21,25,26,6,4,1,1,0,1
1257,2016,16,15,13,17,15,31,25,3,6,1,1,1,1
1258,2016,16,17,2,13,37,16,20,5,8,-1,-1,-1,-1
1259,2016,16,12,9,17,14,22,15,7,7,0,-1,0,1
1260,2016,17,18,12,14,21,28,28,6,6,1,-1,-1,1
1261,2016,17,5,16,27,15,11,26,9,3,1,1,1,1
1262,2016,17,14,19,13,20,19,34,4,7,1,1,1,1
1263,2016,17,17,1,28,34,31,11,4,15,-1,-1,0,-1
1264,2016,17,3,4,34,37,19,17,9,10,1,1,1,1
1265,2016,17,10,7,22,14,25,15,9,8,-1,-1,-1,1
1266,2016,17,9,2,21,40,20,20,5,8,-1,-1,-1,-1
1267,2016,17,8,6,23,22,19,17,10,9,-1,-1,-1,-1
1268,2016,17,13,20,18,14,31,35,5,2,1,1,1,1
1269,2016,17,11,15,17,21,22,27,7,4,0,1,1,1
1270,2016,18,19,11,20,19,37,31,6,8,-1,-1,-1,1
1271,2016,18,1,12,35,23,11,28,15,6,1,1,1,1
1272,2016,18,8,5,17,29,16,12,10,9,-1,1,0,-1
1273,2016,18,2,13,41,19,20,24,10,8,1,1,1,1
1274,2016,18,20,3,14,36,36,20,2,9,-1,-1,-1,-1
1275,2016,18,16,7,23,21,29,21,5,4,-1,-1,-1,1
1276,2016,18,14,15,16,16,28,19,3,7,1,1,1,1
1277,2016,18,10,17,21,28,29,32,3,4,0,1,1,-1
1278,2016,18,4,9,38,23,19,21,9,7,1,1,1,1
1279,2016,18,6,18,24,15,17,28,11,6,1,1,1,1
